hhid,psuid,loc,pline,fline,v001,v002,v003,v004,v005,v006,v007a,v007b,v007c,v008
987,55,urban,138.7,88.768,389.2731505484111,3,1,0,0,1,1,44,3,0
988,55,urban,138.7,88.768,263.1763077186991,5,3,0,0,2,0,36,6,0
989,55,urban,138.7,88.768,208.1506476035249,5,2,0,0,1,0,45,5,0
990,55,urban,138.7,88.768,118.5776293535723,7,2,0,2,3,0,64,6,0
991,56,urban,138.7,88.768,90.27577234787053,5,1,0,0,3,0,47,3,0
992,56,urban,138.7,88.768,115.654898853037,14,4,2,0,3,0,78,2,0
993,56,urban,138.7,88.768,129.2671492547333,10,4,0,2,1,1,62,2,2
994,56,urban,138.7,88.768,45.70300080773657,15,8,0,1,3,0,37,3,0
995,56,urban,138.7,88.768,497.4009580641387,6,2,0,1,2,1,49,4,0
996,56,urban,138.7,88.768,80.8918258392781,6,0,0,0,2,0,43,3,0
997,56,urban,138.7,88.768,112.6862731838015,7,3,0,0,1,0,58,5,0
998,56,urban,138.7,88.768,163.5777737953285,5,0,1,0,4,1,87,1,0
999,56,urban,138.7,88.768,167.1991988177509,4,1,0,0,3,0,47,3,2
1000,56,urban,138.7,88.768,92.24999744141087,5,2,1,0,2,1,66,2,0
1001,56,urban,138.7,88.768,162.3772800292856,2,0,1,1,1,0,66,5,0
1002,56,urban,138.7,88.768,51.85833285099496,9,1,2,0,1,0,73,2,0
1003,56,urban,138.7,88.768,121.9043100187502,7,3,0,0,2,0,53,2,0
1004,56,urban,138.7,88.768,58.20668216378535,9,4,0,0,2,0,48,3,0
1005,56,urban,138.7,88.768,212.5710858514415,3,0,0,0,3,0,54,3,0
1006,56,urban,138.7,88.768,57.36926366274384,8,4,0,0,2,0,58,3,0
1007,56,urban,138.7,88.768,116.4417351860248,8,3,1,0,2,0,65,3,0
1008,56,urban,138.7,88.768,94.80821751550417,13,5,1,0,3,1,76,2,4
1009,57,urban,138.7,88.768,247.2206255221091,5,1,0,0,2,0,45,6,0
1010,57,urban,138.7,88.768,197.4320995073376,6,3,0,0,2,0,41,6,0
1011,57,urban,138.7,88.768,234.1174316670889,5,2,0,0,2,0,44,3,0
1012,57,urban,138.7,88.768,529.9815230931739,3,0,0,0,2,0,52,6,4
1013,57,urban,138.7,88.768,170.0891874345061,4,3,0,1,0,1,32,3,0
1014,57,urban,138.7,88.768,939.200234828058,3,1,0,0,2,0,50,6,0
1015,57,urban,138.7,88.768,40.92493999873282,9,4,0,0,2,1,55,3,0
1016,57,urban,138.7,88.768,98.36648952858015,6,3,2,1,0,0,74,6,0
1017,57,urban,138.7,88.768,108.8029533723483,6,3,0,0,1,1,56,3,0
1018,57,urban,138.7,88.768,101.2328848636397,6,3,0,0,1,0,48,3,0
1019,57,urban,138.7,88.768,146.6639092770642,3,0,0,0,1,0,53,6,0
1020,57,urban,138.7,88.768,123.7979437181807,2,0,1,0,2,0,66,4,0
1021,57,urban,138.7,88.768,657.0181980382052,3,1,0,0,1,0,26,6,0
1022,57,urban,138.7,88.768,141.9196058260314,6,2,0,0,2,0,56,3,0
1023,57,urban,138.7,88.768,123.0199440132811,5,3,0,0,1,0,32,6,0
1024,57,urban,138.7,88.768,70.04902778699959,3,1,0,0,1,1,56,0,0
1025,57,urban,138.7,88.768,146.9515493534502,3,1,0,0,1,0,39,3,0
1026,57,urban,138.7,88.768,181.9322939892272,5,2,1,0,2,1,73,2,1
1027,58,urban,138.7,88.768,52.88326242258444,9,3,0,0,2,0,62,0,5
1028,58,urban,138.7,88.768,61.15436984595373,8,3,0,0,2,1,56,3,1
1029,58,urban,138.7,88.768,90.73363277053031,7,2,2,0,1,0,79,3,1
1030,58,urban,138.7,88.768,104.5051344509526,6,1,1,0,2,0,65,3,5
1031,58,urban,138.7,88.768,221.5373821266068,6,1,0,0,1,0,49,3,2
1032,58,urban,138.7,88.768,119.1140740785772,5,1,0,0,1,0,45,3,0
1033,58,urban,138.7,88.768,209.5660856986529,7,3,0,0,2,0,52,6,0
1034,58,urban,138.7,88.768,214.3246419495365,2,0,0,4,1,0,48,3,2
1035,58,urban,138.7,88.768,107.9246887189196,5,3,0,0,1,0,40,3,1
1036,58,urban,138.7,88.768,56.97405926704597,9,5,0,0,1,1,57,3,2
1037,58,urban,138.7,88.768,124.5461180768436,3,0,0,0,1,1,48,3,2
1038,58,urban,138.7,88.768,104.0750169174576,6,2,0,1,2,0,42,3,6
1039,58,urban,138.7,88.768,45.1726024609197,5,2,1,0,1,0,75,0,0
1040,58,urban,138.7,88.768,99.68369431796221,6,4,0,0,1,0,33,3,1
1041,58,urban,138.7,88.768,160.6769499038777,5,1,0,0,2,0,51,3,2
1042,58,urban,138.7,88.768,210.0373723096492,3,0,0,1,1,0,53,6,3
1043,58,urban,138.7,88.768,239.9394117619895,1,0,0,0,1,0,52,2,5
1044,58,urban,138.7,88.768,103.957537769513,6,2,0,0,1,1,55,3,2
1045,59,urban,138.7,88.768,416.1017436878309,2,0,1,0,0,0,67,6,0
1046,59,urban,138.7,88.768,97.83529178940412,1,0,0,0,1,0,60,5,0
1047,59,urban,138.7,88.768,73.64647907963509,4,2,0,0,2,1,28,3,0
1048,59,urban,138.7,88.768,504.4832726641087,1,0,0,0,1,0,54,4,0
1049,59,urban,138.7,88.768,308.0025145205365,3,2,0,0,0,1,12,1,0
1050,59,urban,138.7,88.768,164.7381800729851,2,0,0,0,1,1,57,6,0
1051,59,urban,138.7,88.768,279.6031532470888,4,0,0,0,2,0,43,3,0
1052,59,urban,138.7,88.768,162.1600642083371,4,2,0,0,0,1,35,3,0
1053,59,urban,138.7,88.768,89.98303349146171,4,2,0,0,2,0,47,3,0
1054,59,urban,138.7,88.768,141.8960140533693,3,2,0,0,1,1,32,3,0
1055,59,urban,138.7,88.768,122.3511760371854,4,2,0,0,1,0,34,3,0
1056,59,urban,138.7,88.768,82.67798826957782,6,2,0,0,2,1,47,3,0
1057,59,urban,138.7,88.768,91.07846660770406,6,4,0,0,1,1,36,4,0
1058,59,urban,138.7,88.768,183.2128070267303,2,1,0,0,0,1,33,3,0
1059,59,urban,138.7,88.768,118.0545560161351,3,0,0,0,1,1,59,3,0
1060,59,urban,138.7,88.768,109.2541690682711,4,0,0,0,2,0,51,5,0
1061,59,urban,138.7,88.768,133.1741703072739,5,3,0,1,1,0,35,6,0
1062,59,urban,138.7,88.768,85.28986140775773,2,1,0,0,0,1,52,4,0
1063,60,urban,138.7,88.768,417.7606451581535,2,0,0,0,1,1,44,4,0
1064,60,urban,138.7,88.768,120.4518335953589,6,3,0,1,2,1,38,3,0
1065,60,urban,138.7,88.768,275.9391272697829,5,0,0,1,2,0,50,4,0
1066,60,urban,138.7,88.768,234.1910851270527,4,2,0,0,0,0,31,3,0
1067,60,urban,138.7,88.768,107.9080018848442,5,3,0,0,1,0,33,6,0
1068,60,urban,138.7,88.768,218.6445180468126,3,0,0,0,0,0,57,3,0
1069,60,urban,138.7,88.768,586.9104789158292,3,0,0,0,2,0,48,3,0
1070,60,urban,138.7,88.768,109.7654191398568,5,3,0,0,0,0,35,3,0
1071,60,urban,138.7,88.768,768.7522803107101,1,0,0,0,1,1,60,5,0
1072,60,urban,138.7,88.768,188.8379963343521,5,2,0,0,2,0,45,5,0
1073,60,urban,138.7,88.768,513.7674818988138,1,0,0,0,1,0,43,6,0
1074,60,urban,138.7,88.768,184.7103831681788,3,1,0,1,1,1,37,3,0
1075,60,urban,138.7,88.768,241.0700886226152,2,1,0,0,1,1,34,3,0
1076,60,urban,138.7,88.768,355.1073372857723,1,0,0,0,1,1,53,3,0
1077,60,urban,138.7,88.768,412.4525056979641,1,0,0,0,1,1,26,4,0
1078,60,urban,138.7,88.768,152.790982283076,4,2,0,0,1,0,30,3,0
1079,60,urban,138.7,88.768,115.4484369586709,2,0,0,3,1,0,61,3,0
1080,60,urban,138.7,88.768,323.803220165718,3,0,0,0,2,1,50,3,0
1081,61,urban,138.7,88.768,169.224996437024,4,1,0,1,1,0,42,5,4
1082,61,urban,138.7,88.768,393.5436374528778,6,2,0,0,1,0,43,3,6
1083,61,urban,138.7,88.768,362.8120513640309,5,1,0,0,1,0,49,3,2
1084,61,urban,138.7,88.768,270.9841157431131,2,0,0,1,2,0,50,5,3
1085,61,urban,138.7,88.768,83.22472183891007,5,1,0,0,0,1,40,3,4
1086,61,urban,138.7,88.768,74.57576311521295,4,0,0,0,1,0,48,5,2
1087,61,urban,138.7,88.768,70.93023331069628,9,2,0,2,3,0,52,3,3
1088,61,urban,138.7,88.768,81.01234173797189,9,0,0,1,2,0,56,5,4
1089,61,urban,138.7,88.768,176.0184031868739,5,2,0,0,2,0,48,3,3
1090,61,urban,138.7,88.768,136.1160673748808,7,1,1,0,2,0,44,3,15
1091,61,urban,138.7,88.768,136.286840270406,4,0,0,0,1,0,46,3,1
1092,61,urban,138.7,88.768,163.2379953290693,4,0,0,0,2,0,49,3,1
1093,61,urban,138.7,88.768,102.9726309536838,4,0,0,0,1,0,58,6,1
1094,61,urban,138.7,88.768,148.7295603112781,6,2,0,0,2,0,47,6,1
1095,61,urban,138.7,88.768,92.76153521703237,5,0,0,1,3,0,50,3,1
1096,61,urban,138.7,88.768,118.4253106169136,5,0,0,0,1,0,45,3,3
1097,61,urban,138.7,88.768,162.7815049256275,4,1,0,0,1,0,39,3,3
1098,61,urban,138.7,88.768,379.7025798967569,5,1,0,0,2,0,55,5,3
1099,62,urban,138.7,88.768,53.85028363752246,4,0,0,0,2,0,60,0,0
1100,62,urban,138.7,88.768,47.08746832039537,3,1,0,0,1,0,43,0,0
1101,62,urban,138.7,88.768,49.32397989457238,6,2,0,0,2,0,56,0,0
1102,62,urban,138.7,88.768,61.12020499326933,16,7,1,0,0,0,43,3,9
1103,62,urban,138.7,88.768,240.353705498406,2,0,0,0,0,1,24,3,0
1104,62,urban,138.7,88.768,25.0360051938036,5,4,0,0,0,1,34,0,0
1105,62,urban,138.7,88.768,36.2691215735767,15,6,1,0,2,0,67,0,0
1106,62,urban,138.7,88.768,108.591011416013,2,0,0,2,0,0,49,3,0
1107,62,urban,138.7,88.768,286.4179982920093,2,0,0,0,1,0,27,6,0
1108,62,urban,138.7,88.768,91.71205482872756,6,3,0,1,0,1,53,2,0
1109,62,urban,138.7,88.768,543.3129586935839,2,0,0,0,2,1,60,6,0
1110,62,urban,138.7,88.768,202.8466895254449,3,1,1,0,0,1,68,4,0
1111,62,urban,138.7,88.768,164.0362141927907,6,2,0,1,1,0,46,3,0
1112,62,urban,138.7,88.768,142.4157993446832,5,3,0,0,1,0,31,6,0
1113,62,urban,138.7,88.768,303.6140687986597,4,2,0,0,2,0,33,3,0
1114,62,urban,138.7,88.768,214.8286038193241,3,1,0,0,1,1,54,0,0
1115,62,urban,138.7,88.768,76.98096879176366,4,2,0,0,1,0,38,6,0
1116,62,urban,138.7,88.768,389.1484794004553,1,0,0,0,0,0,17,2,0
1117,63,urban,138.7,88.768,34.30665123825043,7,0,1,0,3,1,74,0,0
1118,63,urban,138.7,88.768,119.9764191086926,3,2,0,3,0,1,38,3,4
1119,63,urban,138.7,88.768,287.2983733049794,4,0,1,0,1,0,51,4,13
1120,63,urban,138.7,88.768,75.51655531222211,6,2,0,1,3,0,50,3,0
1121,63,urban,138.7,88.768,151.4784764718357,5,3,0,1,1,1,64,2,0
1122,63,urban,138.7,88.768,71.37024102093793,9,3,0,0,4,0,52,3,12
1123,63,urban,138.7,88.768,97.67759161725715,5,2,1,0,1,0,30,6,0
1124,63,urban,138.7,88.768,77.786540154547,4,1,0,0,0,0,64,3,0
1125,63,urban,138.7,88.768,108.0999004767112,6,3,0,0,1,1,37,3,6
1126,63,urban,138.7,88.768,166.0368761468407,4,2,0,0,1,0,41,3,0
1127,63,urban,138.7,88.768,164.7163148020289,6,2,1,0,1,0,84,1,15
1128,63,urban,138.7,88.768,195.235958682086,4,2,0,0,2,0,61,5,7
1129,63,urban,138.7,88.768,93.2813205083463,6,1,0,0,3,0,47,6,8
1130,63,urban,138.7,88.768,92.66824031286485,4,2,0,0,1,0,28,6,0
1131,63,urban,138.7,88.768,84.63504702231647,5,0,1,0,0,0,45,3,15
1132,63,urban,138.7,88.768,212.7734377316699,12,5,1,1,3,0,66,5,6
1133,63,urban,138.7,88.768,74.36516376102007,5,0,1,1,2,0,74,2,0
1134,63,urban,138.7,88.768,537.0819620438394,3,0,0,3,2,0,53,6,0
1135,64,urban,138.7,88.768,185.1624813758839,3,0,0,0,2,0,52,4,0
1136,64,urban,138.7,88.768,109.503033059223,2,0,0,0,0,1,53,3,0
1137,64,urban,138.7,88.768,455.3088988681433,3,1,0,0,1,0,35,3,0
1138,64,urban,138.7,88.768,143.8788470133536,3,2,0,0,0,1,33,3,0
1139,64,urban,138.7,88.768,118.4034328674692,4,2,0,0,2,0,39,3,0
1140,64,urban,138.7,88.768,154.851320164492,5,3,0,0,1,1,38,6,0
1141,64,urban,138.7,88.768,44.75595906643384,4,3,0,0,1,1,30,3,0
1142,64,urban,138.7,88.768,181.0837971619389,4,2,0,0,1,0,31,6,0
1143,64,urban,138.7,88.768,344.1841740605588,3,0,0,0,1,0,41,6,0
1144,64,urban,138.7,88.768,428.9926107151069,2,0,0,0,1,1,43,3,0
1145,64,urban,138.7,88.768,280.1748211661889,2,0,0,0,2,0,50,5,0
1146,64,urban,138.7,88.768,935.7401141408249,1,0,0,1,0,1,58,2,0
1147,64,urban,138.7,88.768,191.324142808895,3,0,0,1,1,0,51,3,0
1148,64,urban,138.7,88.768,144.9613471124807,4,1,0,1,1,1,48,3,0
1149,64,urban,138.7,88.768,179.6820647390679,5,3,0,0,2,0,37,3,0
1150,64,urban,138.7,88.768,121.3339025173307,8,2,0,0,4,0,58,2,0
1151,64,urban,138.7,88.768,149.7708954786587,5,3,0,0,1,0,34,6,0
1152,64,urban,138.7,88.768,30.25016133563729,6,4,0,0,1,0,56,3,0
1153,65,urban,138.7,88.768,407.5034208744315,4,0,0,0,4,0,48,3,0
1154,65,urban,138.7,88.768,227.5218178735758,4,2,0,0,2,0,35,2,0
1155,65,urban,138.7,88.768,241.3822475014393,4,0,0,2,2,1,43,4,0
1156,65,urban,138.7,88.768,85.68631756906618,13,5,1,0,6,0,60,6,6
1157,65,urban,138.7,88.768,93.57193994502484,5,3,0,0,1,0,30,3,3
1158,65,urban,138.7,88.768,395.8263107808833,1,0,1,0,0,1,76,1,1
1159,65,urban,138.7,88.768,149.6475279881151,3,0,0,0,1,1,52,3,0
1160,65,urban,138.7,88.768,261.9537573693135,3,1,0,0,2,0,44,6,0
1161,65,urban,138.7,88.768,455.8469054150567,2,0,1,0,2,0,74,7,0
1162,65,urban,138.7,88.768,165.6697657408492,5,3,0,0,2,0,37,3,0
1163,65,urban,138.7,88.768,213.7601529311388,7,1,0,0,1,0,54,6,0
1164,65,urban,138.7,88.768,231.0700717468829,5,3,0,0,0,1,43,3,0
1165,65,urban,138.7,88.768,172.8123061331886,1,0,0,1,0,1,56,2,0
1166,65,urban,138.7,88.768,95.36410592472195,2,1,1,0,0,1,74,0,0
1167,65,urban,138.7,88.768,159.9864602179994,3,0,0,0,1,1,46,3,0
1168,65,urban,138.7,88.768,87.20309324571215,1,0,1,0,0,1,81,3,2
1169,65,urban,138.7,88.768,99.84787742104882,3,0,0,0,1,1,56,2,0
1170,65,urban,138.7,88.768,208.9027634938678,4,2,0,2,1,1,37,3,8
1171,66,urban,138.7,88.768,65.6145016606738,8,1,0,0,1,0,45,3,0
1172,66,urban,138.7,88.768,124.2696536787256,5,2,1,0,2,0,75,1,4
1173,66,urban,138.7,88.768,98.37368194169868,9,3,0,0,4,0,57,6,0
1174,66,urban,138.7,88.768,77.119322528452,10,2,0,0,2,0,56,6,2
1175,66,urban,138.7,88.768,160.8392149800591,6,2,0,0,1,1,45,3,0
1176,66,urban,138.7,88.768,228.5806166759285,4,0,0,0,2,0,62,3,0
1177,66,urban,138.7,88.768,118.1301262762007,4,2,0,0,2,0,37,4,0
1178,66,urban,138.7,88.768,105.1953563603474,11,3,0,0,5,0,51,6,0
1179,66,urban,138.7,88.768,62.78006547547974,8,4,1,0,2,0,67,3,0
1180,66,urban,138.7,88.768,72.82287832653471,6,4,0,0,2,0,33,4,0
1181,66,urban,138.7,88.768,63.58604435638843,5,2,1,0,1,1,68,0,3
1182,66,urban,138.7,88.768,119.8931766074766,5,2,1,0,1,1,75,0,0
1183,66,urban,138.7,88.768,88.50844755663442,7,1,1,0,3,0,65,3,1
1184,66,urban,138.7,88.768,43.2683853494198,5,2,2,0,1,0,87,2,0
1185,66,urban,138.7,88.768,136.1746356964508,4,0,0,0,3,0,47,5,1
1186,66,urban,138.7,88.768,82.09610685720749,8,3,2,1,1,0,37,5,1
1187,66,urban,138.7,88.768,312.5125629854649,3,1,0,0,2,0,40,6,0
1188,66,urban,138.7,88.768,109.9119837957998,7,1,0,0,1,0,44,6,2
1189,67,urban,138.7,88.768,231.2104713163448,1,0,1,0,1,0,77,2,4
1190,67,urban,138.7,88.768,139.3983594173951,5,0,0,0,4,0,43,3,4
1191,67,urban,138.7,88.768,210.6083964055572,7,4,0,0,2,0,40,5,5
1192,67,urban,138.7,88.768,108.9722191132041,6,0,0,0,3,1,54,2,700
1193,67,urban,138.7,88.768,153.747803704936,14,6,0,0,8,0,55,3,553
1194,67,urban,138.7,88.768,229.9578079445473,1,0,1,0,1,1,71,6,25
1195,67,urban,138.7,88.768,105.071671610526,8,4,0,0,2,0,53,4,290
1196,67,urban,138.7,88.768,233.0215682215964,4,2,0,0,2,0,39,3,15
1197,67,urban,138.7,88.768,105.2682598157315,5,0,0,0,5,0,41,3,19
1198,67,urban,138.7,88.768,122.2063170551688,5,0,0,0,3,0,47,3,10
1199,67,urban,138.7,88.768,118.3921287514534,6,0,1,0,3,0,42,3,406
1200,67,urban,138.7,88.768,97.43845202271466,5,3,0,0,2,0,27,3,0
1201,67,urban,138.7,88.768,111.5872432955854,7,1,0,0,5,0,52,2,5
1202,67,urban,138.7,88.768,129.3757101496597,6,1,0,0,1,0,42,3,0
1203,67,urban,138.7,88.768,144.0330796311626,5,3,0,0,2,0,34,6,215
1204,67,urban,138.7,88.768,158.8370825950478,4,2,0,0,2,0,36,4,4
1205,67,urban,138.7,88.768,99.67314516998351,6,2,0,0,1,0,46,3,4
1206,67,urban,138.7,88.768,112.360147248645,6,4,0,0,1,0,40,3,207
1207,68,urban,138.7,88.768,95.31799107784366,7,3,0,0,3,0,40,3,3
1208,68,urban,138.7,88.768,81.43798387535475,6,2,1,0,2,1,78,0,33
1209,68,urban,138.7,88.768,132.5685852790666,6,2,0,1,1,0,52,6,15
1210,68,urban,138.7,88.768,58.28452208902209,8,2,0,0,3,0,52,3,2
1211,68,urban,138.7,88.768,130.97438524968,6,0,0,1,2,0,48,3,0
1212,68,urban,138.7,88.768,51.8436279057264,9,2,0,0,2,1,54,3,1
1213,68,urban,138.7,88.768,63.13011192441001,11,6,1,0,2,1,70,0,1
1214,68,urban,138.7,88.768,86.46477276388499,8,0,0,2,3,0,53,3,5
1215,68,urban,138.7,88.768,66.04418763811513,5,0,0,0,2,0,54,3,3
1216,68,urban,138.7,88.768,87.26984058201371,5,1,0,0,1,0,50,3,1
1217,68,urban,138.7,88.768,80.33272087122319,6,1,0,0,2,0,51,6,2
1218,68,urban,138.7,88.768,168.9415360357692,5,2,1,0,1,0,72,6,2
1219,68,urban,138.7,88.768,77.74402389148133,9,1,0,0,3,0,24,3,4
1220,68,urban,138.7,88.768,97.02411026051504,4,1,0,0,1,0,44,4,1
1221,68,urban,138.7,88.768,93.15223729762515,10,4,2,0,2,0,72,3,1
1222,68,urban,138.7,88.768,70.34747280266104,9,3,0,0,2,0,56,3,1
1223,68,urban,138.7,88.768,57.31575866631183,9,4,0,0,3,1,57,3,2
1224,68,urban,138.7,88.768,91.49947351339927,3,1,0,1,2,1,48,3,4
1225,69,rural,138.7,88.768,174.8242337117148,6,1,0,0,0,0,41,3,4
1226,69,rural,138.7,88.768,100.5211825702338,4,2,0,0,1,0,31,3,22
1227,69,rural,138.7,88.768,136.8290668722976,6,0,0,1,4,0,51,2,20
1228,69,rural,138.7,88.768,110.6212972680668,11,2,1,0,1,0,54,3,6
1229,69,rural,138.7,88.768,203.0808930583423,2,0,0,0,1,0,32,3,8
1230,69,rural,138.7,88.768,112.2704349249674,6,2,1,0,2,0,71,2,32
1231,69,rural,138.7,88.768,230.0139000668723,3,0,0,0,0,1,62,2,17
1232,69,rural,138.7,88.768,129.1544529956462,5,0,0,0,2,0,63,3,3
1233,69,rural,138.7,88.768,161.536449102394,4,2,0,1,0,1,34,3,6
1234,69,rural,138.7,88.768,81.66231574324736,6,3,0,0,1,0,37,3,0
1235,69,rural,138.7,88.768,113.2138004760463,6,2,1,4,0,0,65,3,23
1236,69,rural,138.7,88.768,123.688575508245,4,2,0,0,2,0,43,3,4
1237,69,rural,138.7,88.768,320.4244014070034,5,2,0,1,2,0,42,5,34
1238,69,rural,138.7,88.768,93.53505202594972,5,3,0,0,1,0,32,3,12
1239,69,rural,138.7,88.768,102.9900332673935,9,0,2,0,5,0,86,0,16
1240,69,rural,138.7,88.768,150.6434380792473,6,4,0,0,1,0,39,6,17
1241,69,rural,138.7,88.768,87.62938101552561,6,3,0,0,1,0,38,5,7
1242,69,rural,138.7,88.768,129.9344537363257,9,3,1,1,4,1,66,3,45
1243,70,rural,138.7,88.768,53.45373863405892,6,0,1,0,3,0,65,3,15
1244,70,rural,138.7,88.768,152.9909241757084,3,1,0,0,1,1,46,4,5
1245,70,rural,138.7,88.768,132.6533298605365,6,2,1,0,1,1,75,2,4
1246,70,rural,138.7,88.768,82.74396739869674,5,3,0,0,1,0,34,3,0
1247,70,rural,138.7,88.768,395.8141707206887,5,0,0,2,3,0,52,6,6
1248,70,rural,138.7,88.768,109.6888956231207,10,5,0,0,2,0,52,3,2
1249,70,rural,138.7,88.768,146.9325622583752,5,0,0,0,3,0,51,3,1
1250,70,rural,138.7,88.768,121.0274952047944,9,3,0,1,4,0,51,3,6
1251,70,rural,138.7,88.768,175.9747800606849,4,0,0,0,1,1,45,3,6
1252,70,rural,138.7,88.768,110.4662440509519,7,2,1,0,3,1,77,2,3
1253,70,rural,138.7,88.768,173.2420896756488,3,0,0,2,1,0,46,3,0
1254,70,rural,138.7,88.768,107.450389308624,8,4,2,0,1,0,75,3,15
1255,70,rural,138.7,88.768,93.3666648514469,4,2,0,1,1,0,33,3,1
1256,70,rural,138.7,88.768,121.4430158076777,5,2,2,1,0,0,81,2,4
1257,70,rural,138.7,88.768,157.5764198693373,5,3,0,1,1,0,39,3,5
1258,70,rural,138.7,88.768,142.0460558634227,10,3,0,0,3,0,60,3,12
1259,70,rural,138.7,88.768,101.0432324829254,6,2,2,0,1,0,82,0,1
1260,70,rural,138.7,88.768,67.85556086867435,7,3,0,1,0,0,47,3,1
1261,71,rural,138.7,88.768,105.0981843975382,8,3,0,0,3,0,58,3,302
1262,71,rural,138.7,88.768,123.4817751630772,5,3,0,1,2,0,35,3,3
1263,71,rural,138.7,88.768,248.8941257390021,4,2,1,1,0,0,85,2,3
1264,71,rural,138.7,88.768,93.69181601495586,6,3,1,1,1,0,32,7,2
1265,71,rural,138.7,88.768,112.600354574834,4,1,0,3,1,0,53,3,2
1266,71,rural,138.7,88.768,258.3647189566142,11,2,0,0,3,0,54,3,2
1267,71,rural,138.7,88.768,180.1414933743039,1,0,1,0,1,1,78,0,1
1268,71,rural,138.7,88.768,212.2708732394884,7,0,1,0,3,1,70,1,3
1269,71,rural,138.7,88.768,183.5410267734109,3,1,0,1,2,0,46,3,2
1270,71,rural,138.7,88.768,131.7830811002742,7,4,1,0,1,1,76,0,2
1271,71,rural,138.7,88.768,194.2333639956753,6,1,0,0,2,0,53,6,20
1272,71,rural,138.7,88.768,102.920965905468,7,3,0,2,2,0,51,5,2
1273,71,rural,138.7,88.768,121.2560514050734,10,3,2,0,2,0,65,3,17
1274,71,rural,138.7,88.768,203.0540703225809,1,0,1,0,0,0,79,1,0
1275,71,rural,138.7,88.768,104.8743422812427,7,2,1,0,1,0,62,6,16
1276,71,rural,138.7,88.768,92.54506127492982,9,3,0,0,3,0,53,3,17
1277,71,rural,138.7,88.768,128.3669076706485,4,0,0,2,3,1,42,3,1
1278,71,rural,138.7,88.768,230.7867922306669,3,1,0,2,1,0,46,4,3
1279,72,rural,138.7,88.768,84.4618146090228,5,3,0,2,0,1,17,2,5
1280,72,rural,138.7,88.768,136.366788611519,5,1,0,0,2,0,42,3,2
1281,72,rural,138.7,88.768,119.7168237462258,3,2,0,1,1,1,28,4,2
1282,72,rural,138.7,88.768,337.9992539387397,2,0,2,0,0,0,76,5,2
1283,72,rural,138.7,88.768,154.6706234951736,5,0,0,1,2,0,41,3,5
1284,72,rural,138.7,88.768,98.49010541229273,10,6,0,1,1,1,56,0,1
1285,72,rural,138.7,88.768,107.0244187192686,7,2,2,0,1,0,71,3,22
1286,72,rural,138.7,88.768,67.30465167917265,4,2,0,1,0,0,38,3,0
1287,72,rural,138.7,88.768,89.73248218615959,8,2,0,0,1,0,48,4,3
1288,72,rural,138.7,88.768,161.0621833967442,3,1,0,0,1,0,49,2,2
1289,72,rural,138.7,88.768,353.1734716198209,2,0,0,1,0,1,47,3,9
1290,72,rural,138.7,88.768,75.24909896613603,5,0,0,0,1,0,61,3,7
1291,72,rural,138.7,88.768,86.81455171724672,7,2,1,0,1,0,67,3,8
1292,72,rural,138.7,88.768,92.90608867538204,5,1,2,0,1,0,72,2,7
1293,72,rural,138.7,88.768,101.8687766835852,3,1,0,1,1,1,58,3,2
1294,72,rural,138.7,88.768,107.1978085468697,4,1,0,1,1,0,44,5,2
1295,72,rural,138.7,88.768,117.571004885305,3,1,0,0,1,0,49,4,8
1296,72,rural,138.7,88.768,128.9721577359336,4,1,0,0,1,0,45,6,3
1297,73,rural,138.7,88.768,102.1375717181477,7,2,0,0,2,0,53,3,2
1298,73,rural,138.7,88.768,311.3000352196866,3,0,1,3,1,1,43,3,20
1299,73,rural,138.7,88.768,128.1255030487949,4,1,0,1,2,0,45,3,2
1300,73,rural,138.7,88.768,83.49449309076641,7,1,1,1,4,0,56,3,9
1301,73,rural,138.7,88.768,120.3786499152746,5,1,0,0,1,0,41,3,1
1302,73,rural,138.7,88.768,50.3979336265624,6,4,0,0,1,0,37,3,2
1303,73,rural,138.7,88.768,176.4798919124604,2,0,0,1,1,0,45,4,1
1304,73,rural,138.7,88.768,110.899665400241,7,3,1,1,0,0,71,5,2
1305,73,rural,138.7,88.768,226.7792768209657,3,0,0,0,1,0,52,3,8
1306,73,rural,138.7,88.768,130.9903202433229,6,1,1,0,1,0,43,0,6
1307,73,rural,138.7,88.768,308.304995298761,2,0,1,1,0,1,68,0,1
1308,73,rural,138.7,88.768,104.6062852267118,5,1,0,1,1,0,58,4,15
1309,73,rural,138.7,88.768,65.9243238938456,3,0,1,1,0,0,41,3,1
1310,73,rural,138.7,88.768,131.5468920103742,4,1,0,3,3,0,47,5,2
1311,73,rural,138.7,88.768,166.8504552664788,6,2,0,0,2,0,57,3,9
1312,73,rural,138.7,88.768,131.2446395157283,3,0,0,0,1,0,59,4,17
1313,73,rural,138.7,88.768,112.7333357381316,5,1,0,1,2,0,40,3,3
1314,73,rural,138.7,88.768,139.3152660039537,4,0,0,0,1,0,46,3,2
1315,74,rural,138.7,88.768,106.8683359425992,6,3,0,0,2,0,45,4,20
1316,74,rural,138.7,88.768,103.9231995559854,5,3,0,0,2,0,38,3,7
1317,74,rural,138.7,88.768,48.64366994006488,7,4,2,1,0,0,73,2,10
1318,74,rural,138.7,88.768,45.44878408047165,7,4,0,0,1,0,40,3,11
1319,74,rural,138.7,88.768,83.34898494244892,3,0,0,1,1,0,41,4,13
